identity;original_image;aligned_image;confidence
Aleksandr Tikhomirov;Aleksandr Tikhomirov/0.jpeg;Aleksandr Tikhomirov/0_01.jpg;0.8762758374214172
Aleksandr Tikhomirov;Aleksandr Tikhomirov/1.jpeg;Aleksandr Tikhomirov/1_01.jpg;0.8839997053146362
Aleksandr Vasil'evič Dolgušin;Aleksandr Vasil'evič Dolgušin/0.jpeg;Aleksandr Vasil'evič Dolgušin/0_01.jpg;0.8563612103462219
Aleksandr Vasil'evič Dolgušin;Aleksandr Vasil'evič Dolgušin/1.jpeg;Aleksandr Vasil'evič Dolgušin/1_01.jpg;0.8801714777946472
Aleksandra Kalmykova;Aleksandra Kalmykova/0.jpeg;Aleksandra Kalmykova/0_01.jpg;0.8599712252616882
Aleksandra Kalmykova;Aleksandra Kalmykova/1.jpeg;Aleksandra Kalmykova/1_01.jpg;0.8123737573623657
Alessandro Cruto;Alessandro Cruto/0.jpeg;Alessandro Cruto/0_01.jpg;0.8768683075904846
Alessandro Cruto;Alessandro Cruto/1.jpeg;Alessandro Cruto/1_01.jpg;0.8649749755859375
Alessandro Nunziante;Alessandro Nunziante/0.jpeg;Alessandro Nunziante/0_01.jpg;0.8766657114028931
Alessandro Nunziante;Alessandro Nunziante/1.jpeg;Alessandro Nunziante/1_01.jpg;0.8683803677558899
Alexander Armfelt;Alexander Armfelt/0.jpeg;Alexander Armfelt/0_01.jpg;0.8750993609428406
Alexander Armfelt;Alexander Armfelt/1.jpeg;Alexander Armfelt/1_01.jpg;0.8435985445976257
Alexander Faassen senior;Alexander Faassen senior/0.jpeg;Alexander Faassen senior/0_01.jpg;0.878155529499054
Alexander Faassen senior;Alexander Faassen senior/1.jpeg;Alexander Faassen senior/1_01.jpg;0.8472691178321838
Alexander Hugo Bakker Korff;Alexander Hugo Bakker Korff/0.jpeg;Alexander Hugo Bakker Korff/0_01.jpg;0.9003388285636902
Alexander Hugo Bakker Korff;Alexander Hugo Bakker Korff/1.jpeg;Alexander Hugo Bakker Korff/1_01.jpg;0.8365027904510498
Alexander Mackenzie;Alexander Mackenzie/0.jpeg;Alexander Mackenzie/0_01.jpg;0.8507317304611206
Alexander Mackenzie;Alexander Mackenzie/1.jpeg;Alexander Mackenzie/1_01.jpg;0.7913947105407715
Alexander Spengler;Alexander Spengler/0.jpeg;Alexander Spengler/0_01.jpg;0.8315717577934265
Alexander Spengler;Alexander Spengler/1.jpeg;Alexander Spengler/1_01.jpg;0.8635843396186829
Alexander Stewart;Alexander Stewart/0.jpeg;Alexander Stewart/0_01.jpg;0.8550801277160645
Alexander Stewart;Alexander Stewart/1.jpeg;Alexander Stewart/1_01.jpg;0.8842477202415466
Alexander Taneyev;Alexander Taneyev/0.jpeg;Alexander Taneyev/0_01.jpg;0.8633101582527161
Alexander Taneyev;Alexander Taneyev/1.jpeg;Alexander Taneyev/1_01.jpg;0.8793217539787292
Alexander Voskresensky;Alexander Voskresensky/0.jpeg;Alexander Voskresensky/0_01.jpg;0.8820778727531433
Alexander Voskresensky;Alexander Voskresensky/1.jpeg;Alexander Voskresensky/1_01.jpg;0.8816654086112976
Alexander Walker Scott;Alexander Walker Scott/0.jpeg;Alexander Walker Scott/0_01.jpg;0.8243183493614197
Alexander Walker Scott;Alexander Walker Scott/1.jpeg;Alexander Walker Scott/1_01.jpg;0.848304808139801
Alexander William Campbell;Alexander William Campbell/0.jpeg;Alexander William Campbell/0_01.jpg;0.8646872639656067
Alexander William Campbell;Alexander William Campbell/1.jpeg;Alexander William Campbell/1_01.jpg;0.8833010792732239
Alexander Zenon Baron von Korff;Alexander Zenon Baron von Korff/0.jpeg;Alexander Zenon Baron von Korff/0_01.jpg;0.8735223412513733
Alexander Zenon Baron von Korff;Alexander Zenon Baron von Korff/1.jpeg;Alexander Zenon Baron von Korff/1_01.jpg;0.8688830733299255
Alexander von Nordmann;Alexander von Nordmann/0.jpeg;Alexander von Nordmann/0_01.jpg;0.8270148634910583
Alexander von Nordmann;Alexander von Nordmann/1.jpeg;Alexander von Nordmann/1_01.jpg;0.8745211362838745
Alexandra Francis Rzewuska;Alexandra Francis Rzewuska/0.jpeg;Alexandra Francis Rzewuska/0_01.jpg;0.876148521900177
Alexandra Francis Rzewuska;Alexandra Francis Rzewuska/1.jpeg;Alexandra Francis Rzewuska/1_01.jpg;0.8451062440872192
Alexandra Gripenberg;Alexandra Gripenberg/0.jpeg;Alexandra Gripenberg/0_01.jpg;0.8237743377685547
Alexandra Gripenberg;Alexandra Gripenberg/1.jpeg;Alexandra Gripenberg/1_01.jpg;0.8659211993217468
Alexandra Gripenberg;Alexandra Gripenberg/2.jpeg;Alexandra Gripenberg/2_01.jpg;0.8946698307991028
Alexandre Bérard;Alexandre Bérard/0.jpeg;Alexandre Bérard/0_01.jpg;0.8590094447135925
Alexandre Bérard;Alexandre Bérard/1.jpeg;Alexandre Bérard/1_01.jpg;0.8581077456474304
Alexandre Guilmant;Alexandre Guilmant/0.jpeg;Alexandre Guilmant/0_01.jpg;0.8409529328346252
Alexandre Guilmant;Alexandre Guilmant/1.jpeg;Alexandre Guilmant/1_01.jpg;0.7972039580345154
Alexandre-Antonin Taché;Alexandre-Antonin Taché/0.jpeg;Alexandre-Antonin Taché/0_01.jpg;0.8471789360046387
Alexandre-Antonin Taché;Alexandre-Antonin Taché/1.jpeg;Alexandre-Antonin Taché/1_01.jpg;0.8390876054763794
Alexandre-Antonin Taché;Alexandre-Antonin Taché/2.jpeg;Alexandre-Antonin Taché/2_01.jpg;0.8338156938552856
Alexandros Papadiamantis;Alexandros Papadiamantis/0.jpeg;Alexandros Papadiamantis/0_01.jpg;0.8397167921066284
Alexandros Papadiamantis;Alexandros Papadiamantis/1.jpeg;Alexandros Papadiamantis/1_01.jpg;0.8161508440971375
Alexandru Cernat;Alexandru Cernat/0.jpeg;Alexandru Cernat/0_01.jpg;0.8588126301765442
Alexandru Cernat;Alexandru Cernat/1.jpeg;Alexandru Cernat/1_01.jpg;0.8458320498466492
Alexandru Odobescu;Alexandru Odobescu/0.jpeg;Alexandru Odobescu/0_01.jpg;0.8655613660812378
Alexandru Odobescu;Alexandru Odobescu/1.jpeg;Alexandru Odobescu/1_01.jpg;0.8740463852882385
Alexei Harlamov;Alexei Harlamov/0.jpeg;Alexei Harlamov/0_01.jpg;0.7799506783485413
Alexei Harlamov;Alexei Harlamov/1.jpeg;Alexei Harlamov/1_01.jpg;0.8422673344612122
Alexei Korzukhin;Alexei Korzukhin/0.jpeg;Alexei Korzukhin/0_01.jpg;0.8365397453308105
Alexei Korzukhin;Alexei Korzukhin/1.jpeg;Alexei Korzukhin/1_01.jpg;0.8643860220909119
Alexis-Xyste Bernard;Alexis-Xyste Bernard/0.jpeg;Alexis-Xyste Bernard/0_01.jpg;0.8800545930862427
Alexis-Xyste Bernard;Alexis-Xyste Bernard/1.jpeg;Alexis-Xyste Bernard/1_01.jpg;0.8851003050804138
Alfonso La Marmora;Alfonso La Marmora/0.jpeg;Alfonso La Marmora/0_01.jpg;0.8617560267448425
Alfonso La Marmora;Alfonso La Marmora/1.jpeg;Alfonso La Marmora/1_01.jpg;0.8438616991043091
Alfred Capus;Alfred Capus/0.jpeg;Alfred Capus/0_01.jpg;0.8566453456878662
Alfred Capus;Alfred Capus/1.jpeg;Alfred Capus/1_01.jpg;0.8704383969306946
Alfred Downing Fripp;Alfred Downing Fripp/0.jpeg;Alfred Downing Fripp/0_01.jpg;0.8537498712539673
Alfred Downing Fripp;Alfred Downing Fripp/1.jpeg;Alfred Downing Fripp/1_01.jpg;0.843816339969635
Alfred Edden;Alfred Edden/0.jpeg;Alfred Edden/0_01.jpg;0.8793394565582275
Alfred Edden;Alfred Edden/1.jpeg;Alfred Edden/1_01.jpg;0.8716598153114319
Alfred Elmore;Alfred Elmore/0.jpeg;Alfred Elmore/0_01.jpg;0.8722897171974182
Alfred Elmore;Alfred Elmore/1.jpeg;Alfred Elmore/1_01.jpg;0.8754097819328308
Alfred Finch;Alfred Finch/0.jpeg;Alfred Finch/0_01.jpg;0.8881412744522095
Alfred Finch;Alfred Finch/1.jpeg;Alfred Finch/1_01.jpg;0.8870210647583008
Alfred Friedrich Bluntschli;Alfred Friedrich Bluntschli/0.jpeg;Alfred Friedrich Bluntschli/0_01.jpg;0.8403278589248657
Alfred Friedrich Bluntschli;Alfred Friedrich Bluntschli/1.jpeg;Alfred Friedrich Bluntschli/1_01.jpg;0.8414728045463562
Alfred Friedrich Bluntschli;Alfred Friedrich Bluntschli/2.jpeg;Alfred Friedrich Bluntschli/2_01.jpg;0.84345942735672
Alfred Grandidier;Alfred Grandidier/0.jpeg;Alfred Grandidier/0_01.jpg;0.8610826730728149
Alfred Grandidier;Alfred Grandidier/1.jpeg;Alfred Grandidier/1_01.jpg;0.8016269207000732
Alfred Grévin;Alfred Grévin/0.jpeg;Alfred Grévin/0_01.jpg;0.8082039952278137
Alfred Grévin;Alfred Grévin/1.jpeg;Alfred Grévin/1_01.jpg;0.8737067580223083
Alfred Kihlman;Alfred Kihlman/0.jpeg;Alfred Kihlman/0_01.jpg;0.8438806533813477
Alfred Kihlman;Alfred Kihlman/1.jpeg;Alfred Kihlman/1_01.jpg;0.8667857646942139
Alfred Kleiner;Alfred Kleiner/0.jpeg;Alfred Kleiner/0_01.jpg;0.8850184082984924
Alfred Kleiner;Alfred Kleiner/1.jpeg;Alfred Kleiner/1_01.jpg;0.8819429874420166
Alfred Molet;Alfred Molet/0.jpeg;Alfred Molet/0_01.jpg;0.8437714576721191
Alfred Molet;Alfred Molet/1.jpeg;Alfred Molet/1_01.jpg;0.8541884422302246
Alfred N. Duffié;Alfred N. Duffié/0.jpeg;Alfred N. Duffié/0_01.jpg;0.8162822723388672
Alfred N. Duffié;Alfred N. Duffié/1.jpeg;Alfred N. Duffié/1_01.jpg;0.875636637210846
Alfred Pringsheim;Alfred Pringsheim/0.jpeg;Alfred Pringsheim/0_01.jpg;0.8526220321655273
Alfred Pringsheim;Alfred Pringsheim/1.jpeg;Alfred Pringsheim/1_01.jpg;0.8531790971755981
Alfred Wolfer;Alfred Wolfer/0.jpeg;Alfred Wolfer/0_01.jpg;0.8424628376960754
Alfred Wolfer;Alfred Wolfer/2.jpeg;Alfred Wolfer/2_01.jpg;0.8693841099739075
Alfred Wordsworth Thompson;Alfred Wordsworth Thompson/0.jpeg;Alfred Wordsworth Thompson/0_01.jpg;0.7470151782035828
Alfred Wordsworth Thompson;Alfred Wordsworth Thompson/1.jpeg;Alfred Wordsworth Thompson/1_01.jpg;0.7797093391418457
Alfred d'Almbert;Alfred d'Almbert/0.jpeg;Alfred d'Almbert/0_01.jpg;0.8691192865371704
Alfred d'Almbert;Alfred d'Almbert/1.jpeg;Alfred d'Almbert/1_01.jpg;0.8822353482246399
Alfred von Berger;Alfred von Berger/0.jpeg;Alfred von Berger/0_01.jpg;0.8522878289222717
Alfred von Berger;Alfred von Berger/1.jpeg;Alfred von Berger/1_01.jpg;0.8693804144859314
Alfredo Keil;Alfredo Keil/0.jpeg;Alfredo Keil/0_01.jpg;0.8834276795387268
Alfredo Keil;Alfredo Keil/1.jpeg;Alfredo Keil/1_02.jpg;0.5264004468917847
Alice Chisholm;Alice Chisholm/0.jpeg;Alice Chisholm/0_01.jpg;0.8838489055633545
Alice Chisholm;Alice Chisholm/1.jpeg;Alice Chisholm/1_01.jpg;0.8892394304275513
Alida Wilhelmina Franciska van Korlaar;Alida Wilhelmina Franciska van Korlaar/0.jpeg;Alida Wilhelmina Franciska van Korlaar/0_01.jpg;0.8352600932121277
Alida Wilhelmina Franciska van Korlaar;Alida Wilhelmina Franciska van Korlaar/1.jpeg;Alida Wilhelmina Franciska van Korlaar/1_01.jpg;0.8156059980392456
Alix Payen;Alix Payen/0.jpeg;Alix Payen/0_01.jpg;0.8520848155021667
Alix Payen;Alix Payen/1.jpeg;Alix Payen/1_01.jpg;0.8819284439086914
Alix Payen;Alix Payen/2.jpeg;Alix Payen/2_01.jpg;0.8403148055076599
Allan Pinkerton;Allan Pinkerton/0.jpeg;Allan Pinkerton/0_01.jpg;0.8807931542396545
Allan Pinkerton;Allan Pinkerton/1.jpeg;Allan Pinkerton/1_01.jpg;0.8156005144119263
Allard Pierson;Allard Pierson/0.jpeg;Allard Pierson/0_01.jpg;0.8454782962799072
Allard Pierson;Allard Pierson/1.jpeg;Allard Pierson/1_01.jpg;0.7780467867851257
Allen Thomson;Allen Thomson/0.jpeg;Allen Thomson/0_01.jpg;0.8641335964202881
Allen Thomson;Allen Thomson/1.jpeg;Allen Thomson/1_01.jpg;0.8528584241867065
Alphonse Chovet;Alphonse Chovet/0.jpeg;Alphonse Chovet/0_01.jpg;0.8576745986938477
Alphonse Chovet;Alphonse Chovet/1.jpeg;Alphonse Chovet/1_01.jpg;0.736557126045227
Alphonse Poitevin;Alphonse Poitevin/0.jpeg;Alphonse Poitevin/0_01.jpg;0.8561319708824158
Alphonse Poitevin;Alphonse Poitevin/1.jpeg;Alphonse Poitevin/1_01.jpg;0.8702108263969421
Alphonse Poitevin;Alphonse Poitevin/2.jpeg;Alphonse Poitevin/2_01.jpg;0.8593308925628662
Amalio Gimeno;Amalio Gimeno/0.jpeg;Amalio Gimeno/0_01.jpg;0.8623031973838806
Amalio Gimeno;Amalio Gimeno/1.jpeg;Amalio Gimeno/1_01.jpg;0.861070990562439
Ambalal Sakarlal Desai;Ambalal Sakarlal Desai/0.jpeg;Ambalal Sakarlal Desai/0_01.jpg;0.8335471153259277
Ambalal Sakarlal Desai;Ambalal Sakarlal Desai/1.jpeg;Ambalal Sakarlal Desai/1_01.jpg;0.8468320965766907
Ambalal Sakarlal Desai;Ambalal Sakarlal Desai/2.jpeg;Ambalal Sakarlal Desai/2_01.jpg;0.847723662853241
Amos Burn;Amos Burn/0.jpeg;Amos Burn/0_01.jpg;0.8757496476173401
Amos Burn;Amos Burn/1.jpeg;Amos Burn/1_01.jpg;0.84356290102005
Amélie Lundahl;Amélie Lundahl/0.jpeg;Amélie Lundahl/0_01.jpg;0.8335102200508118
Amélie Lundahl;Amélie Lundahl/1.jpeg;Amélie Lundahl/1_01.jpg;0.859947144985199
Amélie Lundahl;Amélie Lundahl/2.jpeg;Amélie Lundahl/2_01.jpg;0.8780577182769775
Amélie Lundahl;Amélie Lundahl/3.jpeg;Amélie Lundahl/3_01.jpg;0.7194423675537109
Amós Salvador Rodrigáñez;Amós Salvador Rodrigáñez/0.jpeg;Amós Salvador Rodrigáñez/0_01.jpg;0.8424742817878723
Amós Salvador Rodrigáñez;Amós Salvador Rodrigáñez/1.jpeg;Amós Salvador Rodrigáñez/1_01.jpg;0.8632223010063171
Anatole de La Forge;Anatole de La Forge/0.jpeg;Anatole de La Forge/0_01.jpg;0.8624916076660156
Anatole de La Forge;Anatole de La Forge/1.jpeg;Anatole de La Forge/1_01.jpg;0.8275178670883179
Anatoly Bakhtiarov;Anatoly Bakhtiarov/0.jpeg;Anatoly Bakhtiarov/0_01.jpg;0.8518108129501343
Anatoly Bakhtiarov;Anatoly Bakhtiarov/1.jpeg;Anatoly Bakhtiarov/1_01.jpg;0.8564079403877258
Anders Abraham Grafström;Anders Abraham Grafström/0.jpeg;Anders Abraham Grafström/0_01.jpg;0.8734668493270874
Anders Abraham Grafström;Anders Abraham Grafström/1.jpeg;Anders Abraham Grafström/1_01.jpg;0.8586706519126892
Anders Christian Lunde;Anders Christian Lunde/0.jpeg;Anders Christian Lunde/0_01.jpg;0.8460229635238647
Anders Christian Lunde;Anders Christian Lunde/1.jpeg;Anders Christian Lunde/1_01.jpg;0.8526082634925842
Andor Festetics;Andor Festetics/0.jpeg;Andor Festetics/0_01.jpg;0.8747825026512146
Andor Festetics;Andor Festetics/1.jpeg;Andor Festetics/1_01.jpg;0.8722071051597595
Andreas von Baumgartner;Andreas von Baumgartner/0.jpeg;Andreas von Baumgartner/0_01.jpg;0.8509772419929504
Andreas von Baumgartner;Andreas von Baumgartner/1.jpeg;Andreas von Baumgartner/1_01.jpg;0.8661772608757019
Andrew Spottiswood;Andrew Spottiswood/0.jpeg;Andrew Spottiswood/0_01.jpg;0.8364802002906799
Andrew Spottiswood;Andrew Spottiswood/1.jpeg;Andrew Spottiswood/1_01.jpg;0.8716799020767212
Andriej Markgrafski;Andriej Markgrafski/0.jpeg;Andriej Markgrafski/0_01.jpg;0.84181809425354
Andriej Markgrafski;Andriej Markgrafski/1.jpeg;Andriej Markgrafski/1_01.jpg;0.8468208312988281
Andries Daniël Wynand Wolmarans;Andries Daniël Wynand Wolmarans/0.jpeg;Andries Daniël Wynand Wolmarans/0_01.jpg;0.8580573201179504
Andries Daniël Wynand Wolmarans;Andries Daniël Wynand Wolmarans/1.jpeg;Andries Daniël Wynand Wolmarans/1_04.jpg;0.8433604836463928
Andrés Mellado Fernández;Andrés Mellado Fernández/0.jpeg;Andrés Mellado Fernández/0_01.jpg;0.8621153235435486
Andrés Mellado Fernández;Andrés Mellado Fernández/1.jpeg;Andrés Mellado Fernández/1_01.jpg;0.8632025122642517
Andrés Pico;Andrés Pico/0.jpeg;Andrés Pico/0_01.jpg;0.848110020160675
Andrés Pico;Andrés Pico/1.jpeg;Andrés Pico/1_01.jpg;0.8777305483818054
Angel Gerchev;Angel Gerchev/0.jpeg;Angel Gerchev/0_01.jpg;0.8460164666175842
Angel Gerchev;Angel Gerchev/1.jpeg;Angel Gerchev/1_01.jpg;0.8516280055046082
Angela of the Cross;Angela of the Cross/0.jpeg;Angela of the Cross/0_01.jpg;0.8294240832328796
Angela of the Cross;Angela of the Cross/1.jpeg;Angela of the Cross/1_01.jpg;0.8834760785102844
Anna Bishop;Anna Bishop/0.jpeg;Anna Bishop/0_01.jpg;0.8661216497421265
Anna Bishop;Anna Bishop/1.jpeg;Anna Bishop/1_01.jpg;0.8753042817115784
Anna Brandell;Anna Brandell/0.jpeg;Anna Brandell/0_01.jpg;0.8724287152290344
Anna Brandell;Anna Brandell/1.jpeg;Anna Brandell/1_01.jpg;0.842276394367218
Anna Dartaux;Anna Dartaux/0.jpeg;Anna Dartaux/0_01.jpg;0.8764811158180237
Anna Dartaux;Anna Dartaux/1.jpeg;Anna Dartaux/1_01.jpg;0.8435441851615906
Anna Howard Shaw;Anna Howard Shaw/0.jpeg;Anna Howard Shaw/0_01.jpg;0.8896558880805969
Anna Howard Shaw;Anna Howard Shaw/1.jpeg;Anna Howard Shaw/1_01.jpg;0.8765722513198853
Anna J. Cooper;Anna J. Cooper/0.jpeg;Anna J. Cooper/0_01.jpg;0.8555659651756287
Anna J. Cooper;Anna J. Cooper/1.jpeg;Anna J. Cooper/1_01.jpg;0.8513706922531128
Anna Norrie;Anna Norrie/0.jpeg;Anna Norrie/0_01.jpg;0.8351523280143738
Anna Norrie;Anna Norrie/1.jpeg;Anna Norrie/1_01.jpg;0.8279061913490295
Anna de La Grange;Anna de La Grange/0.jpeg;Anna de La Grange/0_01.jpg;0.8622635006904602
Anna de La Grange;Anna de La Grange/1.jpeg;Anna de La Grange/1_01.jpg;0.8262531161308289
Annie Jack;Annie Jack/0.jpeg;Annie Jack/0_01.jpg;0.8530125617980957
Annie Jack;Annie Jack/1.jpeg;Annie Jack/1_01.jpg;0.8644013404846191
Antoine Bony-Cisternes;Antoine Bony-Cisternes/0.jpeg;Antoine Bony-Cisternes/0_01.jpg;0.840856671333313
Antoine Bony-Cisternes;Antoine Bony-Cisternes/1.jpeg;Antoine Bony-Cisternes/1_01.jpg;0.8385387063026428
Antoine Guillemet;Antoine Guillemet/0.jpeg;Antoine Guillemet/0_01.jpg;0.8666500449180603
Antoine Guillemet;Antoine Guillemet/1.jpeg;Antoine Guillemet/1_01.jpg;0.8904225826263428
Antoine Paul Nicolas Franchimont;Antoine Paul Nicolas Franchimont/0.jpeg;Antoine Paul Nicolas Franchimont/0_01.jpg;0.8670732975006104
Antoine Paul Nicolas Franchimont;Antoine Paul Nicolas Franchimont/1.jpeg;Antoine Paul Nicolas Franchimont/1_01.jpg;0.8577607870101929
Antoine-Louis Barye;Antoine-Louis Barye/0.jpeg;Antoine-Louis Barye/0_01.jpg;0.8608850836753845
Antoine-Louis Barye;Antoine-Louis Barye/1.jpeg;Antoine-Louis Barye/1_01.jpg;0.8570321202278137
Antolín Robles y Lugo;Antolín Robles y Lugo/0.jpeg;Antolín Robles y Lugo/0_01.jpg;0.8320466876029968
Antolín Robles y Lugo;Antolín Robles y Lugo/1.jpeg;Antolín Robles y Lugo/1_01.jpg;0.8337484002113342
Anton Dohrn;Anton Dohrn/0.jpeg;Anton Dohrn/0_01.jpg;0.8141053318977356
Anton Dohrn;Anton Dohrn/1.jpeg;Anton Dohrn/1_01.jpg;0.7929436564445496
Anton Dohrn;Anton Dohrn/2.jpeg;Anton Dohrn/2_01.jpg;0.8405547142028809
Anton Eleutherius Sauter;Anton Eleutherius Sauter/0.jpeg;Anton Eleutherius Sauter/0_01.jpg;0.8849851489067078
Anton Eleutherius Sauter;Anton Eleutherius Sauter/1.jpeg;Anton Eleutherius Sauter/1_01.jpg;0.8855860829353333
Antonin Mercié;Antonin Mercié/0.jpeg;Antonin Mercié/0_01.jpg;0.8522775173187256
Antonin Mercié;Antonin Mercié/1.jpeg;Antonin Mercié/1_01.jpg;0.8528229594230652
Antonin Périvier;Antonin Périvier/0.jpeg;Antonin Périvier/0_01.jpg;0.8713818192481995
